TransactionID,Date,PropertyID,PropertyName,PropertyType,LocationID,Address,City,State,ZipCode,SquareFeet,YearBuilt,SalePrice,AgentID,AgentName
2071,2023-01-01,308,Property_14,Land,128,4836 River Rd,Dallas,TX,44740,7441,2022,353392,66,Elizabeth Johnson
6853,2023-01-01,316,Property_338,Land,108,9216 Maple St,Los Angeles,CA,88329,6803,1973,306228,93,William Garcia
6031,2023-01-01,443,Property_42,Commercial,154,2765 Sunset Blvd,Houston,TX,64527,6597,1920,780815,89,James Davis
6024,2023-01-01,78,Property_276,Commercial,106,7994 Cedar St,Chicago,IL,77577,8679,2000,405708,26,Robert Davis
649,2023-01-01,85,Property_207,Commercial,85,7151 8th Ave,San Jose,CA,78698,4951,1906,353833,73,William Smith
678,2023-01-01,493,Property_55,Land,17,2959 Maple St,Philadelphia,PA,62364,7603,1990,693708,91,James Williams
8083,2023-01-01,112,Property_222,Commercial,169,8618 Elm St,Dallas,TX,25312,8300,1953,888754,85,James Miller
9634,2023-01-01,68,Property_332,Land,48,3299 Sunset Blvd,Los Angeles,CA,70824,724,1924,987076,15,John Davis
2011,2023-01-01,66,Property_325,Commercial,99,5070 Cedar St,San Jose,CA,33116,8307,1945,264592,66,James Miller
4192,2023-01-01,218,Property_398,Commercial,93,9225 Cedar St,Dallas,TX,41947,6907,1952,928601,12,James Brown
756,2023-01-01,232,Property_208,Land,43,8727 Main St,San Antonio,TX,85148,8766,1967,294161,39,Elizabeth Davis
1029,2023-01-01,472,Property_198,Land,121,804 8th Ave,San Jose,CA,43326,6429,1949,419954,90,Patricia Williams
9685,2023-01-01,188,Property_92,Commercial,180,6071 2nd St,Chicago,IL,32121,3845,1967,926162,7,Robert Davis
7394,2023-01-01,439,Property_55,Residential,12,8869 River Rd,Dallas,TX,57927,9010,1920,825816,49,William Johnson
992,2023-01-01,275,Property_223,Land,16,4542 8th Ave,New York,NY,21784,1877,1907,904571,94,John Brown
849,2023-01-01,358,Property_476,Land,169,5924 Main St,San Antonio,TX,41160,4889,2014,730656,15,Robert Garcia
5185,2023-01-01,380,Property_315,Residential,112,9386 Cedar St,Houston,TX,96982,9403,1988,729940,24,John Jones
7654,2023-01-01,235,Property_32,Residential,61,725 Oak St,San Diego,CA,45537,3684,1984,344925,60,Linda Garcia
3072,2023-01-01,320,Property_58,Residential,29,2997 Cedar St,San Jose,CA,58129,6867,1975,734772,92,Michael Davis
1988,2023-01-01,333,Property_186,Land,78,4006 Cedar St,San Diego,CA,60164,9676,2004,367765,61,Linda Smith
8504,2023-01-01,53,Property_313,Commercial,28,6268 Oak St,Los Angeles,CA,39018,9402,1924,384573,52,Michael Jones
1165,2023-01-01,173,Property_42,Commercial,70,1733 Main St,Los Angeles,CA,96726,4034,2001,230222,43,Elizabeth Smith
3581,2023-01-01,319,Property_95,Residential,197,4383 Elm St,Dallas,TX,63285,563,1931,703183,94,Elizabeth Johnson
6553,2023-01-01,21,Property_495,Residential,190,727 8th Ave,Houston,TX,86636,691,2007,873783,98,Linda Davis
6667,2023-01-01,262,Property_285,Commercial,121,5313 Elm St,New York,NY,46347,8079,1941,294950,66,Robert Johnson
3276,2023-01-01,424,Property_144,Land,177,1909 2nd St,San Diego,CA,40714,2068,2000,363783,61,Mary Williams
6184,2023-01-01,304,Property_318,Commercial,122,328 Cedar St,Los Angeles,CA,44967,3191,1990,840600,89,Robert Davis
6356,2023-01-01,337,Property_289,Commercial,124,7177 River Rd,Phoenix,AZ,67412,3529,1948,221082,2,Robert Davis
447,2023-01-01,205,Property_198,Commercial,89,4060 Main St,Dallas,TX,31170,8922,1956,313473,58,William Davis
6605,2023-01-01,461,Property_114,Residential,52,3208 Cedar St,Houston,TX,19647,4997,1901,508806,75,James Garcia
8020,2023-01-02,218,Property_253,Commercial,154,8212 Pine St,San Jose,CA,76204,2427,1951,414735,12,Linda Garcia
8132,2023-01-02,198,Property_35,Residential,178,1357 Sunset Blvd,New York,NY,10849,6927,1912,286508,21,John Williams
207,2023-01-02,131,Property_289,Land,125,3467 Sunset Blvd,Chicago,IL,86045,8697,1917,876849,66,Jennifer Williams
8075,2023-01-02,168,Property_378,Residential,197,3023 Main St,Houston,TX,22027,4784,1979,439571,25,Linda Smith
7134,2023-01-02,488,Property_2,Residential,174,8307 Maple St,Houston,TX,55996,2722,1958,310116,56,Jennifer Jones
4759,2023-01-02,346,Property_179,Commercial,157,4303 Main St,San Diego,CA,94049,4995,1950,964732,11,William Johnson
3331,2023-01-02,43,Property_165,Land,155,9707 Elm St,Dallas,TX,72417,3799,1942,380824,51,John Garcia
64,2023-01-02,283,Property_214,Land,60,3784 Main St,New York,NY,16226,8637,1944,565691,40,Linda Johnson
1949,2023-01-02,473,Property_482,Land,38,5317 Oak St,Philadelphia,PA,53882,8938,1963,503038,74,Mary Johnson
3153,2023-01-02,304,Property_87,Commercial,42,6463 Cedar St,Dallas,TX,54643,1630,1985,992472,76,Linda Davis
7835,2023-01-02,120,Property_338,Residential,38,787 Elm St,Chicago,IL,77969,9404,1962,433548,47,Linda Jones
9433,2023-01-02,189,Property_386,Land,91,8858 Sunset Blvd,San Jose,CA,37200,7235,1966,241227,64,John Miller
5155,2023-01-02,417,Property_138,Residential,15,2861 Main St,Phoenix,AZ,55250,9741,1958,403969,98,Jennifer Brown
264,2023-01-02,253,Property_476,Land,150,8051 8th Ave,Phoenix,AZ,62883,2254,1905,431969,6,Linda Miller
9294,2023-01-02,329,Property_200,Land,139,1963 Maple St,San Jose,CA,81936,1236,1913,645808,1,Linda Jones
8140,2023-01-02,175,Property_57,Land,65,3685 Main St,New York,NY,40583,8030,1909,708808,74,William Johnson
1290,2023-01-02,299,Property_54,Land,190,4353 Pine St,San Antonio,TX,98650,1056,1920,151027,51,Mary Davis
1824,2023-01-02,29,Property_348,Land,129,3519 Elm St,Chicago,IL,37777,3860,2002,428914,12,Jennifer Miller
5357,2023-01-02,113,Property_440,Residential,93,2940 2nd St,Houston,TX,89504,3962,1917,457214,35,Robert Brown
7014,2023-01-02,167,Property_79,Residential,167,9342 Cedar St,San Jose,CA,22982,8516,1959,575236,9,Patricia Miller
4250,2023-01-02,67,Property_71,Residential,113,5425 8th Ave,Phoenix,AZ,73935,4682,1971,186048,32,Patricia Davis
4324,2023-01-02,412,Property_128,Land,138,3607 8th Ave,Phoenix,AZ,84986,7733,2013,984718,20,Robert Jones
6794,2023-01-02,184,Property_483,Land,85,8653 Sunset Blvd,Houston,TX,82795,7526,1972,946875,67,James Garcia
2174,2023-01-02,187,Property_403,Commercial,77,5983 River Rd,San Antonio,TX,35607,4067,1918,444451,98,Linda Williams
2911,2023-01-02,26,Property_93,Commercial,95,5879 Oak St,Dallas,TX,79580,2450,1969,926001,11,Mary Jones
8485,2023-01-02,468,Property_187,Residential,23,3652 Cedar St,Chicago,IL,69480,2953,1966,338653,56,Robert Davis
6570,2023-01-03,149,Property_329,Residential,75,815 Sunset Blvd,Dallas,TX,27739,546,2022,467443,75,Robert Johnson
5525,2023-01-03,454,Property_13,Land,76,3538 Oak St,San Diego,CA,86318,3494,1955,934407,96,Robert Williams
1865,2023-01-03,264,Property_437,Commercial,72,1879 Oak St,Los Angeles,CA,24116,1224,2014,793570,74,William Smith
7688,2023-01-03,288,Property_409,Land,96,394 8th Ave,San Antonio,TX,49215,5100,1969,280431,88,Robert Jones
1519,2023-01-03,377,Property_44,Land,127,7596 Cedar St,San Antonio,TX,15632,9431,1936,162632,73,Linda Davis
2678,2023-01-03,500,Property_223,Land,58,3806 Cedar St,San Jose,CA,61702,2355,2010,500326,83,John Miller
9796,2023-01-03,416,Property_218,Commercial,53,7873 Oak St,San Antonio,TX,34490,3003,1991,289799,33,William Garcia
896,2023-01-03,493,Property_97,Land,106,2302 Oak St,Los Angeles,CA,84907,2036,1937,935502,51,Mary Garcia
3770,2023-01-03,250,Property_436,Land,8,4151 Cedar St,Philadelphia,PA,73915,3198,1967,731610,59,Elizabeth Jones
6846,2023-01-03,145,Property_321,Residential,62,4099 Cedar St,Phoenix,AZ,67339,9544,1990,685323,34,William Jones
2658,2023-01-03,112,Property_210,Land,20,6636 Sunset Blvd,Phoenix,AZ,85330,4664,1932,941803,33,James Garcia
2322,2023-01-03,474,Property_297,Commercial,170,7128 River Rd,Chicago,IL,67265,2638,2002,401669,86,Patricia Garcia
2125,2023-01-03,447,Property_497,Residential,176,5542 Main St,Los Angeles,CA,46066,3766,1936,855545,52,James Johnson
4490,2023-01-03,142,Property_275,Residential,65,8312 River Rd,Houston,TX,89776,9124,1921,218806,72,Michael Smith
2732,2023-01-03,409,Property_19,Residential,16,2223 Main St,Los Angeles,CA,54024,9625,1959,741816,72,John Johnson
1578,2023-01-03,291,Property_135,Land,141,1957 Elm St,Dallas,TX,81031,4221,1905,398035,93,John Williams
9869,2023-01-03,273,Property_258,Land,189,5771 Main St,San Antonio,TX,89753,5451,1900,995732,70,James Davis
7870,2023-01-03,465,Property_253,Land,48,2618 Elm St,San Antonio,TX,93258,4704,1927,971439,95,Mary Miller
8223,2023-01-03,133,Property_332,Commercial,38,9848 Main St,New York,NY,44759,7740,1919,984314,49,John Miller
3931,2023-01-03,265,Property_19,Commercial,76,604 Oak St,Dallas,TX,63760,7007,1987,621200,22,John Smith
8257,2023-01-03,69,Property_328,Commercial,121,6176 8th Ave,Phoenix,AZ,56077,4323,1922,461744,71,Robert Davis
4846,2023-01-03,357,Property_294,Commercial,45,7334 Main St,Los Angeles,CA,34924,3635,1953,356170,87,William Brown
4206,2023-01-03,209,Property_374,Commercial,36,7316 8th Ave,New York,NY,15702,8193,1990,715304,60,Elizabeth Johnson
4688,2023-01-03,314,Property_280,Land,69,326 Cedar St,San Antonio,TX,26013,5305,1995,240357,31,Patricia Jones
4132,2023-01-03,95,Property_49,Land,118,3128 8th Ave,San Antonio,TX,57262,5209,1966,193115,57,James Williams
326,2023-01-04,359,Property_79,Land,195,4188 Oak St,Houston,TX,52294,4201,1976,380377,89,Linda Williams
4105,2023-01-04,430,Property_250,Residential,37,8714 2nd St,Houston,TX,46941,613,1918,481129,83,William Davis
7715,2023-01-04,326,Property_159,Commercial,171,6618 River Rd,Chicago,IL,97860,8802,2008,466732,31,Mary Smith
7701,2023-01-04,465,Property_80,Commercial,127,6617 2nd St,New York,NY,84708,4788,2021,820514,9,Linda Smith
3867,2023-01-04,83,Property_218,Commercial,91,2641 Sunset Blvd,Philadelphia,PA,96650,9268,1956,975456,2,William Miller
8554,2023-01-04,446,Property_388,Residential,146,5005 Sunset Blvd,San Antonio,TX,24763,5657,1935,577959,99,Patricia Miller
5014,2023-01-04,286,Property_112,Land,81,2028 Sunset Blvd,Chicago,IL,79640,8053,1989,319847,3,Linda Jones
7639,2023-01-04,309,Property_1,Land,112,8785 Elm St,New York,NY,44782,3863,1938,944864,12,Mary Williams
3078,2023-01-04,330,Property_438,Land,60,7973 Maple St,San Diego,CA,45148,936,1990,552363,27,Linda Davis
497,2023-01-04,431,Property_315,Land,83,9143 8th Ave,San Antonio,TX,61435,1345,1920,372459,60,William Miller
1912,2023-01-04,163,Property_207,Commercial,123,6908 Main St,San Antonio,TX,26373,6698,1978,620151,22,William Jones
6392,2023-01-04,280,Property_112,Commercial,71,4674 8th Ave,Chicago,IL,63160,4010,1977,587458,39,William Davis
6027,2023-01-04,241,Property_212,Land,140,7873 Maple St,San Jose,CA,72749,8055,2009,419923,43,William Smith
2729,2023-01-04,11,Property_48,Residential,172,1769 Pine St,San Antonio,TX,40851,6285,1980,920658,47,Mary Miller
1329,2023-01-04,330,Property_52,Land,43,4956 2nd St,Phoenix,AZ,68230,5822,1926,644136,83,James Jones
7113,2023-01-04,349,Property_156,Residential,96,5144 Pine St,San Diego,CA,81347,9458,1931,734716,48,Linda Smith
