TransactionID,Date,PropertyID,PropertyName,PropertyType,LocationID,Address,City,State,ZipCode,SquareFeet,YearBuilt,SalePrice,AgentID,AgentName
1221,2023-02-01,41,Property_166,Land,135,7211 Cedar St,San Antonio,TX,16953,1387,1907,307346,27,Linda Miller
2998,2023-02-01,133,Property_466,Commercial,116,8467 Cedar St,Dallas,TX,46983,4711,1955,313447,66,Jennifer Garcia
6848,2023-02-01,499,Property_449,Residential,149,8844 Oak St,San Diego,CA,88242,8697,2012,712288,86,Michael Brown
7193,2023-02-01,370,Property_216,Commercial,174,6313 Sunset Blvd,Phoenix,AZ,96670,5872,1903,890153,42,Robert Davis
1801,2023-02-01,208,Property_405,Residential,111,902 Oak St,Phoenix,AZ,47551,2047,1969,328326,9,Robert Garcia
6043,2023-02-01,363,Property_379,Commercial,5,5530 Main St,San Diego,CA,14307,9628,1943,612001,32,Michael Brown
7279,2023-02-01,437,Property_14,Residential,175,1246 Oak St,Philadelphia,PA,90826,1932,1906,912645,64,Linda Smith
6878,2023-02-01,87,Property_80,Residential,137,5211 Maple St,Dallas,TX,69404,6739,1925,351452,17,Linda Brown
2932,2023-02-01,42,Property_78,Residential,16,6768 8th Ave,San Antonio,TX,68622,2195,1972,688915,46,James Williams
5054,2023-02-01,62,Property_136,Commercial,119,6227 River Rd,Los Angeles,CA,79300,5328,2000,800337,63,James Johnson
4163,2023-02-01,462,Property_297,Residential,177,5246 Main St,San Jose,CA,98467,1150,1981,701629,7,William Davis
2618,2023-02-01,242,Property_329,Land,167,3709 Cedar St,Los Angeles,CA,53989,4589,1950,372351,76,William Jones
4219,2023-02-01,47,Property_310,Commercial,7,1420 8th Ave,Los Angeles,CA,94041,6953,1934,933955,42,John Miller
9682,2023-02-01,453,Property_120,Commercial,54,5910 Cedar St,Chicago,IL,13969,6771,1959,569697,34,Robert Smith
5111,2023-02-01,194,Property_83,Residential,69,4008 8th Ave,New York,NY,91297,3649,2017,368605,43,John Garcia
3650,2023-02-01,141,Property_495,Residential,119,3719 Elm St,Los Angeles,CA,86639,9656,1918,779152,40,Michael Smith
4524,2023-02-01,475,Property_133,Residential,23,9050 Maple St,San Diego,CA,84168,4778,2022,412851,14,Patricia Smith
8156,2023-02-01,473,Property_121,Residential,99,7241 Maple St,San Antonio,TX,95655,5136,2008,557052,14,Elizabeth Davis
6676,2023-02-01,120,Property_263,Land,58,6381 Elm St,New York,NY,55264,7671,1951,557013,74,Robert Garcia
8210,2023-02-01,307,Property_52,Commercial,100,9756 Main St,Dallas,TX,33810,548,1996,212941,89,Elizabeth Smith
1717,2023-02-02,15,Property_82,Residential,170,5942 Pine St,Houston,TX,40860,6072,1982,746014,96,William Smith
4277,2023-02-02,190,Property_8,Commercial,140,6656 Oak St,Houston,TX,84731,8715,2010,306951,81,Elizabeth Jones
6090,2023-02-02,27,Property_153,Land,182,3668 Oak St,San Diego,CA,65236,4385,1960,875623,97,John Davis
508,2023-02-02,160,Property_107,Residential,42,6047 8th Ave,Houston,TX,68116,603,1909,718217,2,Patricia Smith
9856,2023-02-02,268,Property_241,Land,33,920 Cedar St,San Jose,CA,17493,6958,2012,672594,79,Mary Garcia
9625,2023-02-02,287,Property_135,Residential,108,7843 Main St,Houston,TX,15416,9821,2022,736571,13,Jennifer Garcia
9554,2023-02-02,181,Property_49,Commercial,106,6544 Elm St,San Diego,CA,66292,7352,1987,423949,64,Elizabeth Williams
7348,2023-02-02,61,Property_253,Residential,154,8375 Pine St,San Antonio,TX,77736,6325,1976,790585,83,Linda Smith
