TransactionID,Date,PropertyID,PropertyName,PropertyType,LocationID,Address,City,State,ZipCode,SquareFeet,YearBuilt,SalePrice,AgentID,AgentName
6926,2023-06-01,46,Property_451,Land,24,4235 8th Ave,Chicago,IL,77757,742,1980,248440,61,James Davis
1190,2023-06-01,128,Property_285,Residential,35,7616 Main St,Philadelphia,PA,19216,5758,1983,128609,30,Robert Brown
7716,2023-06-01,137,Property_446,Land,4,448 Elm St,San Diego,CA,15697,4043,2018,666338,99,James Garcia
2219,2023-06-01,403,Property_14,Commercial,102,4987 Main St,Houston,TX,37617,1422,2008,863287,7,Michael Jones
2211,2023-06-01,349,Property_461,Commercial,141,2933 River Rd,Chicago,IL,89973,9655,1998,962719,1,Mary Williams
277,2023-06-01,156,Property_491,Residential,192,9467 Maple St,Dallas,TX,90777,1055,2022,529106,37,Mary Garcia
1916,2023-06-01,450,Property_140,Commercial,95,7517 Main St,San Diego,CA,61195,9876,1925,664463,29,Robert Brown
8913,2023-06-01,369,Property_225,Residential,110,4110 Maple St,Los Angeles,CA,12064,1647,1963,724094,100,Michael Williams
8426,2023-06-01,179,Property_330,Land,100,6043 Oak St,San Antonio,TX,79100,2316,2010,123190,57,Robert Jones
9990,2023-06-01,149,Property_92,Residential,127,2465 Sunset Blvd,San Antonio,TX,77496,3905,2013,796767,61,Mary Davis
505,2023-06-01,449,Property_42,Residential,168,7719 River Rd,San Diego,CA,89831,7869,1966,361891,77,Patricia Miller
190,2023-06-01,72,Property_312,Residential,41,9285 River Rd,Los Angeles,CA,44937,4016,2020,475083,21,Linda Jones
4587,2023-06-01,110,Property_484,Commercial,115,1042 Main St,San Diego,CA,54588,6036,1993,934423,38,John Williams
9009,2023-06-01,184,Property_232,Land,171,7173 8th Ave,Philadelphia,PA,75837,8885,1970,424977,90,Linda Williams
5285,2023-06-01,390,Property_456,Residential,144,2302 Cedar St,Chicago,IL,48252,3925,1964,450194,24,Patricia Johnson
7581,2023-06-01,13,Property_134,Residential,22,794 Maple St,Houston,TX,50752,9034,1933,673747,2,Elizabeth Johnson
1391,2023-06-01,434,Property_406,Land,68,8153 Pine St,Dallas,TX,45512,4400,2015,389404,38,Linda Davis
9336,2023-06-01,231,Property_98,Land,142,872 Sunset Blvd,Philadelphia,PA,16294,6115,1913,810806,99,Michael Miller
15,2023-06-01,126,Property_284,Residential,113,9535 Elm St,Houston,TX,24260,9675,1999,262219,99,Jennifer Johnson
2550,2023-06-01,304,Property_207,Residential,33,2854 Oak St,Los Angeles,CA,77610,8875,1933,686442,6,William Miller
3471,2023-06-01,208,Property_370,Residential,148,3718 2nd St,Phoenix,AZ,27178,6867,1986,509907,13,Patricia Williams
6348,2023-06-01,234,Property_96,Land,26,3637 Maple St,Houston,TX,94804,534,2010,496258,78,Jennifer Davis
9404,2023-06-01,499,Property_486,Residential,71,6221 River Rd,San Antonio,TX,96287,8183,2020,141567,52,Linda Garcia
2894,2023-06-01,381,Property_136,Residential,145,3144 Elm St,Los Angeles,CA,45001,2691,2018,287094,33,Elizabeth Smith
6516,2023-06-01,38,Property_249,Commercial,76,3299 Elm St,Houston,TX,39513,4105,1906,569901,91,Elizabeth Jones
6081,2023-06-01,197,Property_62,Commercial,174,819 Pine St,San Jose,CA,15338,8018,1907,202475,53,Linda Jones
3561,2023-06-01,392,Property_69,Commercial,4,2925 River Rd,San Antonio,TX,30453,896,2021,673119,10,Michael Miller
955,2023-06-01,16,Property_231,Land,115,3781 Pine St,San Jose,CA,97070,4380,1952,168581,35,Robert Brown
9466,2023-06-01,353,Property_241,Commercial,73,431 Sunset Blvd,San Antonio,TX,66522,8813,2021,244621,79,Linda Garcia
1475,2023-06-01,397,Property_463,Land,9,167 2nd St,New York,NY,63539,7882,1932,588239,79,John Miller
548,2023-06-01,230,Property_267,Land,161,4541 2nd St,San Antonio,TX,37961,3764,2021,724001,74,John Davis
9857,2023-06-01,116,Property_123,Land,114,6643 Main St,San Diego,CA,36066,2024,2018,970237,49,Patricia Smith
2749,2023-06-01,245,Property_316,Residential,195,7336 8th Ave,Los Angeles,CA,40057,1684,1990,531562,22,Michael Johnson
2833,2023-06-01,172,Property_51,Residential,199,6689 Cedar St,New York,NY,75933,2525,1977,338411,46,Linda Davis
3219,2023-06-02,87,Property_112,Residential,142,758 River Rd,Phoenix,AZ,11459,7298,1961,783593,63,Robert Miller
2606,2023-06-02,71,Property_67,Residential,95,6554 Oak St,Houston,TX,34962,8265,1980,135081,98,Elizabeth Jones
